id,Sector,Código de Comité,Nombre del Comité ,Codigo,ICS,Edición,Precio Letras,Precio,Nombre,correspondencia,Organismo de la norma de correspondencia,Objeto y campo de aplicación,Fecha de aprobación,Normas de referencia,Normas que la referencian,Número de paginas,historico ,Marco regulatorio,Tipo de Norma,Normas Populares,Estado,Sustituida por
,Seguridad contra Incendios,CTN 21,Seguridad contra Incendios,INTE 21-01-30:2000,13.020,1, H,23870,Norma para la instalación de sistemas de tuberías verticales y accesorios para mangueras.,NFPA 14:1996,NFPA,"El propósito de esta norma es proveer un grado razonable de protección para  la vida y la propiedad contra el fuego, a través de los requerimientos de instalación para sistemas de tubería vertical, basados en principios de ingeniería, datos de prueba y experiencia de campo. Nada en esta norma pretende restringir nuevas tecnologías o disposiciones alternas, siempre que no sea reducido el nivel de seguridad prescrito por la norma.",2000-04-10,N.A,,68,,,,,Activa,
,Seguridad contra Incendios,CTN 21,Seguridad contra Incendios,INTE 21-01-24:1998,13.020,1, Ñ,82500,"Norma para el almacenamiento
y manejo del gas licuado de petróleo (GLP).",NFPA 58,NFPA,"1.1.2.1 Esta norma se aplica a la operación de todo sistema de GLP, incluyendo:
a) Envases, tuberías y equipos asociados, cuando suministren GLP a una edificación para su uso como gas combustible
b) Transporte vial de GLP
c) El diseño, construcción, instalación y operación de terminales cuyo principal propósito sea la recepción de GLP para su entrega a transportistas, distribuidores o usuarios.
d) El diseño, construcción, instalación y operación de terminales de gasoductos que reciben GLP proveniente de gasoductos bajo la jurisdicción del ente rector nacional, cuyo propósito primario es la recepción de GLP para su entrega a transportistas, distribuidores o usuarios. La cobertura se iniciará corriente abajo de la última válvula del gasoducto o cabezal múltiple de entrada al tanque.
Excepción. Sistemas designados en 1.1.3",1998-08-98,N.A,,212,,,,,Activa,
,Seguridad contra Incendios,CTN 21,Seguridad contra Incendios,INTE 21-01-22:1996,13.020,1, B,6270,"Lucha contra incendios.
Hidrante bajo nivel de tierra.",UNE 23-407 ,AENOR,"El objetivo de esta norma  es definir  las características  y especificaciones  de los hidrantes bajo  nivel de tierra  para la lucha  contra incendios y fijar  las exigencias  mínimas  relativas  a sus  componentes.
Esta norma  se aplicará  al conjunto del hidrante y a los componentes  fundamentales  que lo  forman.  No entran  dentro  del ámbito  de esta  norma el fijar  las características  de instalación y mantenimiento  en su  conjunto  como equipo eficaz  para la lucha  contra incendios.
",1996,"UNE 23-400/2, UNE 23-400/3, UNE 23-400/4, UNE 23-400/5, INTE 21-01-20:1996, UNE 36-075, UNE 36-111, UNE 36-118, ANSI/AWWA C110/A21.10, ASTM A47, ASTM A48, ASTM A197, ASTM A242, ASTM A536, ASTM A575, ASTM A576 ",,10,,,,,Activa,
,Seguridad contra Incendios,CTN 21,Seguridad contra Incendios,INTE 21-01-28:1998,13.020,1, I,28050,Líquidos inflamables y combustibles.,NFPA 30,NFPA,"1.1.1  Esta norma se aplica a todos los líquidos inflamables y combustibles excepto a  aquellos que se solidifican a 37,8ºC o por encima.
1.1.2 Los requisitos para el almacenamiento seguro y uso de la gran variedad de líquidos inflamables y combustibles usualmente disponibles depende,en primer lugar,de sus características de combustión, particularmente del punto de inflamación, que es la base para las diferentes clasificaciones de líquidos como se define en la Seccíon 1.2. Se debe tener en cuenta que la clasificación de un líquido puede cambiar por contaminación, por ejemplo llenar con un líquido Clase II un tanque que antes contenía Clase I puede alterar su clasificación,así como exponer su líquido Clase II a los vapores de un lïquido Clase I por una línea de interconexión de vapor ( ver 2.2.6.4 y 2.3.5.6). Debe tenerse cuidado en estos casos para aplicar los requerimientos apropiados a la clasificación actual.
1.1.3 La volatividad de los líquidos se incrementa por el calentamiento.
Cuando los líquidos Clase II o Clase III son calentados por encima de su                                                                                                     de inflamación es necesario revisar las necesidades de ventilación y clasificación eléctrica en el área inmediata.
1.1.4 Pueden ser necesarios requisitos adicionales para el almacenamiento y uso seguro de líquidos que tengan características poco usuales al quemar, que estén sujetos a autocombustión cuando sean expuestos al aire, que sean altamente reactivos con otras sustancias, que están sujetos a descomposición explosiva, o tengan otras propiedades especiales que exijan medidas de seguridad, adicionales a aquellas indicadas para un líquido normal de clasificación similar al punto de inflamación.
1.1.5 En instalaciones particulares, las presentes disposiciones pueden ser modificadas a discreción de la autoridad competente después de considerar factores especiales tales como las condiciones topográficas, barricadas, muros, adecuación de salidas de los edificios, naturaleza de las ocupaciones, proximidad de los edificios o propiedades contiguas y la índole de la construcción de estos edificios, la capacidad y construcción de los tanques propuestos y la clase de líquidos que se almacenan, la naturaleza del procedimiento, el grado de protección privada contra incendios que se suministre y la dotación de las instalaciones del Cuerpo de Bomberos y su preparación para hacer frente a incendios de líquidos inflamables y combustibles.
1.1.6 Las plantas, equipo, edificaciones, estructuras, e instalaciones existentes para el almacenamiento, manejo, o uso de líquidos inflamables y combustibles que no estén en estricto acuerdo con los términos que aquí se señalan, pueden continuar en uso previo la presentación de un programa de adaptación de cumplimiento con la presente norma, si así lo autoriza la autoridad competente, siempre que no constituyan un riesgo reconocido para la vida humana o para propiedades vecinas.  La existencia de una situación que puede ocasionar una explosión o repentina progresión de un fuego, como la ventilación inadecuada de espacios confinados, carencia del venteo de emergencia adecuado de un tanque, fallas en los soportes resistentes al fuego de tanques elevados, o falta de drenaje o diques para controlar derrames que pueden constituir tal riesgo.
1.1.7 Esta normativa no debe aplicarse a:
1.1.7.1 Transporte de líquidos inflamables y combustibles.  Estos requisitos están contenidos en el Reglamento sobre Medidas de Seguridad para el Transporte de sustancias peligrosas.  (Decreto ejecutivo Nº 17052-MOPT).  
Nota. Como referencia puede utilizarse la NFPA 385, Norma para Camiones tanque para Líquidos Inflamables y Combustibles.
1.1.7.2  Almacenamiento, manejo y uso de tanques de aceite combustible y recipientes conectados a equipo de combustión de aceite.  
Nota. Estos requisitos están descritos separadamente en la NFPA 31, Norma para la Instalación de Equipo de Combustión de Aceite.
1.1.7.3 Los líquidos con punto de inflamación mul alto que pueden ser inflamables bajo ciertas condiciones, como algunos hidrocarburos halogenados y mezclas que contengan hidrocarburos halogenados.
1.1.7.4 Vaporizadores, rociadores o espumas (excepto Aerosoles en Recipientes que estén incluidos en el Capítulo 4).",1998-08-98,N.A,,86,,,,,Activa,
,Seguridad contra Incendios,CTN 21,Seguridad contra Incendios,INTE 21-01-31:2015,"71.060.50, 43.050",1, I,28050,"Incendios.
Instalación, ensayos en campo y mantenimiento de los hidrantes. ",AWWA M17:2006 ,AWWA,"El objetivo de esta norma es el de proveer los requisitos mínimos para las personas responsables de la instalación, operación y mantenimiento de hidrantes tipo barril seco, barril húmedo y barril corto tipo cabezote para el servicio de protección contra incendios.
Se puede hacer referencia a esta norma en las especificaciones para la contratación de servicios de instalación, operación y mantenimiento de hidrantes de barril húmedo, barril seco y barril corto tipo cabezote, además, se puede usar como guía para inspeccionar y evaluar materiales y diseño, pruebas, e inspección de hidrantes de barril seco, barril húmedo y barril corto tipo cabezote.  
Las recomendaciones de instalación de esta norma aplican como una referencia y deben ser utilizadas siempre y cuando las condiciones de instalación lo permitan. En caso que no se pueda seguir los modelos de instalación recomendados en la norma, el diseño de la instalación debe ser previamente aprobado por el administrador del acueducto.
Las unidades de medición en esta norma están de acuerdo con el Sistema Internacional de Unidades (SI). Dos unidades (litro y bar), por fuera del SI pero reconocidas por el mismo, se utilizan comúnmente en la protección internacional contra incendios. 
",2015-06-24,"INTE ISO 2859-1, INTE 06-01-01, INTE 21-01-32, INTE 21-01-20, ASTM A307, ASTM A48, ASTM A126, ASTM A307, ASTM A395, ASTM A536, ASTM B16, ASTM B62, ASTM B124, ASTM B138, ASTM B154, ASTM B283, ASTM B584, ASTM B763, ASTM D2000, IEEE/ASTM-SI-10, 35206-MP-MINAET, ANSI B18.2.1, ANSI B18.2.2, ANSI/AWWA C110/A21.10, ANSI/AWWA C111/A21.11, ANSI/AWWA C151/A21.51, ANSI/AWWA C502, ANSI/AWWA C550, ANSI/AWWA C600, ANSI/AWWA C603, AWWA Manual M17, Fed. Spec. HH-P-106d, Fed. Spec. TT-P-664, MIL-P-55141",,74,,,,,Activa,
,Seguridad contra Incendios,CTN 21,Seguridad contra Incendios,INTE 21-01-20:2013,13.220.20,2, E,14300,Protección contra incendios. Hidrantes de barril seco. Requisitos.,ANSI/AWWA C502,ANSI,"El objetivo de esta norma es el de proveer los requisitos mínimos para hidrantes tipo barril seco para el servicio de protección contra incendios, incluyendo materiales, diseño general, y pruebas.
Se puede hacer referencia a esta norma en las especificaciones para comprar y recibir hidrantes de barril húmedo, además, se puede usar como guía para inspeccionar y evaluar materiales y diseño, pruebas, e inspección de hidrantes de barril seco.  Las estipulaciones de esta norma aplican cuando este documento haya sido utilizado como referencia y solamente con hidrantes de barril seco para uso en servicios de suministro de agua.",2013-07-30,"35206-MP-MINAET, INTE 21-01-21:2013, INTE 21-01-31:2013, ANSI/AWWA C110/A21, ANSI/AWWA C111/A21.11, ANSI/AWWA C115/A21.15, ANSI/AWWA C550, ANSI/AWWA C600, ASME B18.2.1, ASME B18.2.3.1M, ASME B18.2.4.1M, ASTM A47,  ASTM A48, ASTM A197, ASTM A220, ASTM A242, ASTM A307, ASTM A395, ASTM A536, ASTM A575, ASTM A576, ASTM B154, ASTM B633, ASTM B766, ASTM D2000, NFPA 1963",,30,INTE 21-01-20:1996,,Requisitos,,Activa,
,Seguridad contra Incendios,CTN 21,Seguridad contra Incendios,INTE 21-01-01:1996,13.020,1, G,19800,Extintores portátiles contra el fuego.,NFPA 10 ,NFPA,"El objeto de la presente norma se dirige a la clasificación, selección, instalación, inspección, mantenimiento y pruebas de equipo de extinción portátil. Los requisitos dados son los mínimos. Los extintores portátiles son destinados como una línea primaria de defensa con la fuerza suficiente para combatir incendios de tamaño limitado. Son necesarios aún cuando la propiedad esté equipada con rociadores automáticos, red hidráulica y mangueras u otros equipos fijos de protección.
No se aplica a sistemas instalados permanentemente para la extinción de incendios, aunque porciones de dichos sistemas puedan ser portátiles (tales como mangueras y boquillas sujetos a abastecimiento fijo del agente extintor).",1996,N.A,,41,,,,,Activa,
,Seguridad contra Incendios,CTN 21,Seguridad contra Incendios,INTE 21-06-02:1996,13.020,1, C,9130,Ensayo de la resistencia al fuego de puertas y otros elementos de cierre varios.,UNE 23-802,AENOR,"La presente norma especifica los métodos de ensayo y evaluación de la resistencia al fuego de los elementos de construcción concebidos para cerrar las aberturas en las paredes.
Se entiende por resistencia al fuego, el tiempo en minutos durante el cual un elemento de construcción conserva la estabilidad mecánica, la estanquidad a las llamas, el aislamiento térmico y la no emisión de gases inflamables, según los criterios establecidos en esta norma.
Todo lo expuesto es aplicable a puertas y elementos de cierre de varios (1), a excepción de las trampillas cortafuegos.
(1) Se entenderá como puerta o elemento de cierre de varios, al conjunto de partes que lo forman, comprendido el panel del mismo, el bastidor al cual está fijado y los herrajes empleados en la práctica.",1996,N.A,,15,,,,,Activa,
,Seguridad contra Incendios,CTN 21,Seguridad contra Incendios,INTE 21-05-03:1996,13.020,1, D,11550,"Ensayos de reacción al fuego. Propagación de llama 
de los materiales de construcción.",UNE 23-702,AENOR,"Esta norma describe un método de ensayo para determinar la propagación de llama en la superficie de los materiales empleados en construcción, tales como acabados interiores sobre paredes, suelos y techos.
1) Nota. Este método de ensayo y sus resultados se utilizarán únicamente para describir la característica de propagación de llama de un material en respuesta al calor y/o la llama bajo condiciones de ensayo determinadas. No puede ser considerado o utilizado por sí mismo para describir o valorar el riesgo de incendio de los materiales bajo condiciones reales.",1996,N.A,,16,,,,,Activa,
,Seguridad contra Incendios,CTN 21,Seguridad contra Incendios,INTE 21-05-09:1996,13.020,1, C,9130,"Ensayos de reacción al fuego de los materiales de construcción. Ensayo en el panel radiante para 
revestimientos de pisos. Ensayo Complementario. ",UNE 23-726-90,AENOR,"Esta norma tiene por objeto definir un método de ensayo de reacción al fuego aplicable los revestimientos de pisos con el fin de permitir su clasificación M-3 o M-4, en lo que se refiere a su comportamiento  frente al  fuego como materiales de construcción (ver la norma INTE 21-05-02-96).",1996,"INTE 21-05-01:1996, INTE 21-05-05:1996, INTE 21-05-04:1996, INTE 21-05-07:1996, INTE 21-05-08:1996, INTE 21-05-02:1996, INTE 21-05-10:1996, INTE 21-05-11:1996, INTE 21-05-06:1996",,11,,,,,Activa,
